Disease,Text Pattern
peptic_ulcer,"Bloating and unease are both present in me. I've been losing weight and losing interest in food. I occasionally get tarry, black stools and vomit that contains blood."
peptic_ulcer,"I have trouble swallowing, and I frequently feel like food is getting stuck in my throat. I feel bloated and belch constantly. I always get a sour taste in my mouth."
peptic_ulcer,"My bloody stools have caused me to lose iron and bloos, among other things. I now have anaemia from this, and I generally feel quite weak."
peptic_ulcer,"My hunger and appetite are persistent and ravenous. Periodically, my stomach may cramp and spasm. After eating, I have bloating and gas, which makes me quite uncomfortable."
peptic_ulcer,"My bowel motions have changed; they've been constipated and diarrhoeal. I lack energy, appetite, and frequently feel really exhausted."
peptic_ulcer,"I have stomach ache, and bending over or lying down just makes it worse. When I consume certain meals, such as spicy or acidic cuisine, I have discomfort. This sometimes causes me to have loose stools."
peptic_ulcer,"I have trouble falling or staying asleep because of stomach ache. After using the restroom, I feel drained and lose my appetite. I constantly feel really anxious."
peptic_ulcer,"My mouth is filled with a sour, acidic flavour. My burping and belching are frequent. For a few hours, I get pressure or fullness in my upper belly."
peptic_ulcer,I lose weight unintentionally and find it challenging to acquire weight. I use antacids to ease the pain and discomfort I experience. My mouth feels horrible.
peptic_ulcer,"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea."
peptic_ulcer,"I feel bloated and uneasy at the same time. I've been losing weight, and I no longer like eating. I occasionally get bloody vomit and dark, tarry stools."
peptic_ulcer,I often feel like food is getting caught in my throat and have problems swallowing. I feel bloated and frequently belch. I constantly have a bitter aftertaste.
peptic_ulcer,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. Because of this, I now have anaemia and usually feel fairly weak."
peptic_ulcer,"My appetite and chronic hunger are both ferocious. My stomach may occasionally ache and spasm. I have gas and bloating after eating, which is really painful."
peptic_ulcer,My bowel movements have become constipated and diarrheal. I often feel quite tired and lack both energy and appetite.
peptic_ulcer,"Bending down or reclining down only makes my stomach feel more. I have pain after eating some foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
peptic_ulcer,"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I'm quite nervous all the time."
peptic_ulcer,"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours."
peptic_ulcer,"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much."
peptic_ulcer,"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion."
peptic_ulcer,"I have both bloating and unease. I no longer like eating because I've been losing weight. I sometimes vomit blood and have tarry, black stools."
peptic_ulcer,I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.
peptic_ulcer,"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak."
peptic_ulcer,"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating."
peptic_ulcer,Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite.
peptic_ulcer,"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools."
peptic_ulcer,"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I'm constantly pretty anxious."
peptic_ulcer,"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full."
peptic_ulcer,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.
peptic_ulcer,"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea."
peptic_ulcer,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit."
peptic_ulcer,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste."
peptic_ulcer,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak."
peptic_ulcer,I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating.
peptic_ulcer,I've been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy.
peptic_ulcer,"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
peptic_ulcer,I can't get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time.
peptic_ulcer,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours."
peptic_ulcer,"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now."
perioral_dermatitis,"My face feels like it's burning, and these red bumps won't go away"
perioral_dermatitis,It's like a rash that won't quit around my mouth and eyes
perioral_dermatitis,"My skin is so itchy and dry, especially in these patches"
perioral_dermatitis,"I look like i have a permanent sunburn, but it's not going away"
perioral_dermatitis,"My skin is flaky and inflamed, and it's spreading"
perioral_dermatitis,I keep getting these tiny pimples that won't pop and go away
perioral_dermatitis,It's like my skin is angry and red all the time
perioral_dermatitis,I've never had such persistent redness and bumps on my face
perioral_dermatitis,"My lips feel tight and swollen, and it's uncomfortable to smile"
perioral_dermatitis,I can't wear makeup because my skin is so irritated and bumpy
perioral_dermatitis,"It's embarrassing to have these red, scaly patches around my mouth"
perioral_dermatitis,"My skin feels rough and bumpy, and it's making me selfconscious"
perioral_dermatitis,"I thought it was just dry skin, but now it's spreading and itching"
perioral_dermatitis,I wake up with my face feeling hot and irritated every morning
perioral_dermatitis,It's like my skin is rebelling against me with these red bumps
perioral_dermatitis,"I've tried everything, but these red spots won't go away"
perioral_dermatitis,"The area around my mouth feels tight, dry, and irritated all the time"
perioral_dermatitis,It's uncomfortable to eat or drink because of the rash around my mouth
perioral_dermatitis,My skin is so sensitive and reactive to everything i put on it
perioral_dermatitis,I feel like i can't control the redness and bumps on my face
perioral_dermatitis,The redness and bumps make me feel like i have a constant rash
perioral_dermatitis,"I've never had skin issues like this before, and it's concerning"
perioral_dermatitis,"My face looks like it's constantly blushing, but it's not cute"
perioral_dermatitis,I keep getting these flareups that make my skin angry and red
perioral_dermatitis,"My skin feels hot to the touch, and it's uncomfortable"
perioral_dermatitis,It's like my skin is inflamed and irritated all the time
perioral_dermatitis,I can't figure out what's triggering these red patches around my mouth
perioral_dermatitis,The red bumps make me want to hide my face all the time
perioral_dermatitis,I feel like i'm in a constant battle with my skin's redness and bumps
perioral_dermatitis,It's frustrating to see my skin looking worse despite my efforts
perioral_dermatitis,The redness and bumps make me feel like my skin is out of control
perioral_dermatitis,I can't stand the itchiness and discomfort around my mouth
perioral_dermatitis,My skin looks and feels angry and irritated no matter what i do
perioral_dermatitis,It's like my skin is rebelling against me with these persistent red spots
perioral_dermatitis,The red patches make me feel like everyone is staring at my face
perioral_dermatitis,I never know when the redness and bumps will flare up next
perioral_dermatitis,I feel like i'm losing the battle against these stubborn red bumps
perioral_dermatitis,"My skin is so sensitive and reactive, and it's exhausting to deal with"
perioral_dermatitis,The redness and bumps make me feel like my skin is betraying me
perioral_dermatitis,I've never felt so selfconscious about my skin's redness and bumps
perioral_dermatitis,"My skin feels tight, dry, and irritated all the time, especially around my mouth"
perioral_dermatitis,I hate how the red bumps make me feel like i can't control my skin
perioral_dermatitis,The persistent redness and bumps on my face are frustrating and embarrassing
perioral_dermatitis,"It's like my skin is constantly inflamed and irritated, no matter what i do"
perioral_dermatitis,"I've tried to cover up the redness, but the bumps keep showing through"
perioral_dermatitis,I feel like i'm always battling against my skin's redness and irritation
perioral_dermatitis,The red patches make me want to hide my face and avoid social situations
perioral_dermatitis,"My skin looks and feels so angry and inflamed, and it's distressing"
perioral_dermatitis,"I never know when the red bumps will flare up next, and it's unpredictable"
perioral_dermatitis,The redness and bumps on my face make me feel so insecure and frustrated
pertussis,I have this awful cough that just won't go away
pertussis,My chest feels so tight and i struggle to breathe
pertussis,The coughing fits are exhausting me
pertussis,I keep waking up at night coughing uncontrollably
pertussis,My throat is so sore from all the coughing
pertussis,I feel like i can't catch my breath at times
pertussis,"Every time i cough, it feels like i'm going to pass out"
pertussis,"The coughing is so violent, it's painful"
pertussis,"I'm coughing up so much phlegm, it's hard to swallow"
pertussis,My ribs hurt from all the coughing
pertussis,"I've been coughing for weeks now, it's getting worse"
pertussis,I feel like i'm suffocating during the coughing fits
pertussis,I have these coughing spells that come out of nowhere
pertussis,The coughing keeps me up all night
pertussis,I've never had a cough this persistent before
pertussis,I cough so much that i vomit
pertussis,My cough sounds like a bark sometimes
pertussis,It feels like there's a tickle in my throat triggering the coughing
pertussis,I can't talk for long without coughing
pertussis,I feel drained and weak from all the coughing
pertussis,I cough until tears stream down my face
pertussis,"My cough is so loud, it's embarrassing in public"
pertussis,I have a highpitched whooping sound when i cough
pertussis,The coughing is making my head pound
pertussis,"I dread every coughing fit, it's unbearable"
pertussis,I cough until i feel lightheaded
pertussis,I've never felt so out of breath from coughing
pertussis,"My cough is so persistent, nothing seems to help"
pertussis,The coughing is making me lose my appetite
pertussis,I feel like i'm constantly gasping for air
pertussis,It's hard to focus on anything with this cough
pertussis,My whole body aches from the force of the coughing
pertussis,I can't go anywhere without a coughing fit interrupting
pertussis,The coughing is disrupting my daily activities
pertussis,I feel like i'm drowning during the coughing fits
pertussis,I can't remember the last time i had a good night's sleep
pertussis,The coughing is affecting my work performance
pertussis,It's scary how suddenly the coughing starts
pertussis,"I've tried everything to stop the coughing, nothing works"
pertussis,I cough until i feel like i might black out
pertussis,"The coughing is so intense, it's terrifying"
pertussis,My voice is hoarse from all the coughing
pertussis,I can't go more than a few minutes without coughing
pertussis,"The coughing is relentless, it never gives me a break"
pertussis,I feel like i'm constantly on edge waiting for the next coughing fit
pertussis,I'm scared to be around people because of my cough
pertussis,The coughing is taking a toll on my mental health
pertussis,"I'm exhausted from the coughing, both physically and emotionally"
pertussis,I feel like i'm fighting for every breath during the coughing fits
pertussis,The coughing is consuming my life
pink_eye,"My eye feels itchy, and there's a lot of yellow discharge"
pink_eye,"My eyelids are swollen, and it hurts to blink"
pink_eye,My eye is really red and watery all the time
pink_eye,It's like there's something gritty in my eye
pink_eye,My eye is stuck shut in the morning
pink_eye,My eye is so sensitive to light
pink_eye,The whites of my eye look pink
pink_eye,My eye feels like there's a constant pressure
pink_eye,There's a burning sensation in my eye
pink_eye,My eye is constantly tearing up
pink_eye,My eye looks bloodshot and feels uncomfortable
pink_eye,It feels like there's a film over my eye
pink_eye,My eye is really swollen and tender to touch
pink_eye,There's a stringy discharge coming from my eye
pink_eye,My eye is crusty and sticky
pink_eye,It feels like my eyelashes are sticking together
pink_eye,My eye is sore and inflamed
pink_eye,There's a lot of mucus in my eye
pink_eye,My eye is red and irritated
pink_eye,My eye feels hot and swollen
pink_eye,It's like my eye is throbbing with pain
pink_eye,My eye is constantly itching
pink_eye,There are small bumps on my eyelid
pink_eye,My eye feels like it's on fire
pink_eye,My eye feels dry and scratchy
pink_eye,Itâs like there's a gritty sensation in my eye
pink_eye,My eye is so red and puffy
pink_eye,My eye feels like there's something in it
pink_eye,It's like my eye is swollen shut
pink_eye,My eye is really sensitive to touch
pink_eye,There's a sticky discharge in the corner of my eye
pink_eye,My eye feels sticky and uncomfortable
pink_eye,My eye feels like it's pulsating
pink_eye,It feels like my eyelid is drooping
pink_eye,My eye is constantly watering and blurry
pink_eye,My eye is red and painful
pink_eye,There's a yellowgreen discharge in my eye
pink_eye,My eye feels like it's burning all the time
pink_eye,It's like my eye is throbbing with pain
pink_eye,My eye is really swollen and tender
pink_eye,There's a lot of crust around my eye
pink_eye,My eye feels gritty and uncomfortable
pink_eye,My eye is red and irritated all the time
pink_eye,It's like there's a constant pressure in my eye
pink_eye,My eye feels like there's something stuck in it
pink_eye,My eye is sore and inflamed
pink_eye,There are small bumps on my eyelid
pink_eye,My eye is red and puffy
pink_eye,It feels like my eye is swollen shut
pink_eye,My eye is really sensitive to light
pneumonia,"I've been feeling really cold and tired lately, and I've been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color."
pneumonia,"I've been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. Additionally, my heart is thumping rapidly, and the phlegm I cough up has a reddish hue."
pneumonia,"I've been feeling really drained and cold, and I can't stop coughing. It hurts in my chest when I do, and my heart feels like it's racing. The mucus I'm coughing up is a gross brownish color."
pneumonia,"I've been exhausted and chilly, and I can't stop coughing. When I do, it pains in my chest and makes my heart race. My coughing mucous has a disgusting brownish hue."
pneumonia,"I've been having chills and feeling exhausted, and I can't seem to shake this cough. My chest hurts when I cough, and my heart feels like it's going a million miles an hour. The phlegm I'm coughing up is a dirty rust color."
pneumonia,"I've been experiencing chills, feeling worn out, and I can't seem to get rid of this cough. When I cough, my chest aches and my heart feels as like it is beating a million miles per hour. I'm coughing up a nasty rust-colored phlegm."
pneumonia,"I've been feeling really weak and cold lately, and this cough won't go away. It hurts in my chest when I cough, and my heart is pounding. The mucus I'm bringing up is a rusty brown color."
pneumonia,"I've been having chills and feeling really worn out, and this cough won't go away. My chest hurts when I cough, and my heart is racing. The mucus I'm bringing up is a gross brownish color."
pneumonia,"I've been experiencing chills, feel really exhausted, and my cough just won't go away. When I cough, my chest aches and my heart is pounding. It's a disgusting brownish hue, the mucous I'm coming up."
pneumonia,"I have a really high fever, and I'm having trouble breathing. I'm sweating a lot and feeling really cold and tired. My heart is beating really fast, and I have some brownish sputum"
pneumonia,"I'm having problems breathing and have a very high fever. I'm perspiring a lot and experiencing extreme fatigue and chilly. My heart is racing, and I'm coughing up some brownish mucus."
pneumonia,"My temperature is very high, and I'm having a hard time breathing. I'm sweating profusely, and I'm shaking with chills. I'm really tired, and my heart is beating really fast. I also have some brownish phlegm coming up"
pneumonia,"I'm having trouble breathing, and my fever is really high. I'm drenched in sweat and shivering from the chill. My heart is thumping rapidly, and I'm quite exhausted. Additionally, I'm about to have some brownish phlegm."
pneumonia,"My fever is really high, and I'm having trouble catching my breath. I'm sweating a lot, feeling cold and tired, and my heart is beating really fast. I also have some brownish phlegm coming up."
pneumonia,"I have a really high fever, and I have problems breathing. My heart is racing quite quickly, I'm perspiring a lot, and I feel chilly and exhausted. I'm also about to cough out some brownish phlegm."
pneumonia,"I've been feeling really sick with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart rate is rapid, and I've been coughing up a lot of brownish sputum."
pneumonia,"With a high temperature, shortness of breath, sweating, chills, and intense exhaustion, I've been feeling quite poorly. I've been coughing up a lot of brownish phlegm and my pulse rate is racing."
pneumonia,I'm having a really hard time catching my breath and I'm sweating a lot. I feel really sick and have a lot of mucus in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is dark and looks like rust.
pneumonia,"I'm sweating profusely and finding it difficult to catch my breath. I feel quite ill, and my throat is very mucous. My heart is pounding, and my chest aches. I'm coughing up thick mucous that resembles rust."
pneumonia,"I'm having a lot of trouble breathing and am really uneasy. I'm feeling unwell and am perspiring a lot. My chest hurts and I have a lot of mucus in my throat. My heart is racing, and the hue of the mucus I'm coughing up is off."
pneumonia,I can't seem to get enough air and I'm sweating a lot. I don't feel well and there's a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is reddish in color.
pneumonia,"I'm sweating profusely and can't seem to get enough air. My throat is filled with a lot of mucus, and I don't feel good. My heart is pounding, and my chest aches. I'm coughing up reddish-colored mucous."
pneumonia,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is yellowish.
pneumonia,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up brownish mucous."
pneumonia,I'm having a hard time breathing and I feel really uncomfortable. I'm sweating a lot and there's a lot of phlegm in my throat. My chest hurts and my heart is beating fast. The mucus I'm coughing up is brownish.
pneumonia,"I'm having trouble breathing and am quite uneasy. My throat is filled with a lot of phlegm, and I'm perspiring a lot. My heart is racing, and my chest aches. I'm coughing up reddish mucous."
pneumonia,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is brownish and stringy.
pneumonia,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up a stringy, brownish mucous."
pneumonia,"I'm drenched with sweat and struggling to breathe. I don't feel well and have a lot of mucous in my throat. My chest aches, and my heart is racing. I'm coughing up mucus that is crimson in colour."
pneumonia,"I've been feeling very lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. My heart is beating, and I've been coughing up a lot of brownish phlegm."
pneumonia,"I have a really high fever, and I have problems breathing. My heart is racing quite quickly, I'm perspiring a lot, and I feel chilly and exhausted. I'm also about to cough out some brownish phlegm."
pneumonia,"My fever is really high, and I'm having difficulty breathing. I'm drenched in sweat and shivering with chills. I'm quite fatigued, and my heart is racing. I'm also expecting some brownish phlegm."
pneumonia,"I've been getting chills, feeling tired, and I can't seem to shake this cough. My chest aches and my heart feels like it's racing at a million miles per hour when I cough. I'm coughing out a foul rusty phlegm."
pneumonia,I'm having a hard time breathing and I feel really uncomfortable. I'm sweating a lot and there's a lot of phlegm in my throat. My chest hurts and my heart is beating fast. The mucus I'm coughing up is brownish.
pneumonia,"I'm having trouble breathing and am really uncomfortable. I'm sweating profusely and have a lot of mucus in my throat. My chest aches, and my heart is racing. I'm coughing up dark mucous."
pneumonia,"I've got a high fever and can't seem to catch my breath. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm. My chest aches, and my heart has been racing rapidly."
pneumonia,"Lately I've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. I've been sweating a lot and just feeling really sick and weak. I've also had some phlegm that's been really thick and dark."
pneumonia,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm."
pneumonia,"Lately I've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. I've been sweating a lot and just feeling really sick and weak. I've also had some phlegm that's been really thick and dark."
pneumonia,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and red phlegm."
pneumonia,"I've had chills, lethargy, a cough, a high temperature, and difficulties breathing lately. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm."
pneumonia,"I've been having a lot of respiratory issues lately along with chills, exhaustion, a cough, and a high temperature. I've been sweating profusely and generally feeling ill and weak. My chest aches, and my heart has been racing rapidly."
pneumonia,"I've been suffering with chills, tiredness, and a cough recently. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My chest aches, and my heart has been racing."
pneumonia,"I'm running a temperature and can't seem to catch my breath. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My heart has been beating frantically, and my chest hurts."
pneumonia,"I'm drenched with sweat and can't seem to catch my breath. My throat is clogged with mucus, and I'm miserable. My heart is racing, and my chest aches. I'm coughing up a brownish stringy mucus."
pneumonia,"I'm saturated with sweat and struggling to breathe. My throat is blocked with mucous, and I'm uncomfortable. My heart is racing, and my chest aches. I'm coughing up a darkish stringy mucous."
pneumonia,"I'm having a lot of problems breathing. I'm not feeling good, and I'm sweating a lot. I have a lot of mucous in my throat and my chest hurts. My breathing is laboured, and the phlegm I'm coughing up has an odd tint."
pneumonia,"I have a lot of difficulty breathing. I don't feel well, and I'm perspiring a lot. My chest hurts, and I have a lot of mucus in my throat. I'm having trouble breathing, and the phlegm I'm coughing up has a strange hue."
pneumonia,"I've been coughing a lot and feeling incredibly chilly and exhausted. I have a pretty high fever, and it's difficult for me to breathe. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm."
pneumonia,"I've recently had chills, exhaustion, a cough, a high temperature, and breathing issues. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm. My heart has been racing quite quickly."
poisoning,I feel nauseous and dizzy after eating something strange
poisoning,"My stomach hurts really bad, and i keep throwing up"
poisoning,I have a pounding headache and my vision is blurry
poisoning,I can't stop shaking and i feel weak all over
poisoning,My skin is breaking out in a rash and it's itching like crazy
poisoning,I have a metallic taste in my mouth and i'm sweating profusely
poisoning,I feel like i'm burning up with a high fever
poisoning,I have difficulty breathing and my chest feels tight
poisoning,My heart is racing and i feel like i'm going to pass out
poisoning,I have severe diarrhea and i'm extremely dehydrated
poisoning,My muscles are cramping and i can't move without pain
poisoning,"I feel confused and disoriented, like i'm in a fog"
poisoning,I'm experiencing tremors and my hands won't stop shaking
poisoning,I have a sore throat and my voice sounds hoarse
poisoning,My joints ache and i feel like i have the flu
poisoning,I'm constantly thirsty and my mouth is dry
poisoning,I have trouble focusing and my memory is foggy
poisoning,I feel agitated and anxious for no reason
poisoning,I keep getting chills and then breaking out in a sweat
poisoning,I'm having trouble urinating and it burns when i do
poisoning,My eyes are watering nonstop and they're sensitive to light
poisoning,I'm feeling dizzy and lightheaded whenever i stand up
poisoning,I have a persistent cough and my chest feels congested
poisoning,I feel bloated and my stomach is cramping up
poisoning,I'm experiencing numbness and tingling in my hands and feet
poisoning,I have a strange taste in my mouth and i'm drooling excessively
poisoning,I feel restless and can't sit still for long
poisoning,My skin is turning yellow and i'm feeling really weak
poisoning,I'm having trouble sleeping and i feel fatigued all the time
poisoning,"I'm dizzy and my coordination is off, like i'm drunk"
poisoning,I feel like i have bugs crawling on my skin and it's driving me crazy
poisoning,I have a pounding headache and my ears are ringing
poisoning,I feel like there's a lump in my throat and it's hard to swallow
poisoning,"My hands and feet are cold and numb, even in warm weather"
poisoning,I'm having trouble concentrating and my thoughts are all jumbled
poisoning,I feel like my heart is skipping beats and it's making me anxious
poisoning,I'm sweating excessively even though it's not hot
poisoning,I have a metallic taste in my mouth and my tongue feels swollen
poisoning,My skin is breaking out in hives and it's incredibly itchy
poisoning,I'm experiencing muscle twitches all over my body
poisoning,My stomach is cramping and i can't keep any food down
poisoning,"I feel like i'm going to faint, my vision keeps going dark"
poisoning,I have a persistent cough and my throat feels scratchy
poisoning,I'm feeling dizzy and i have a throbbing headache
poisoning,My heart is racing and i feel short of breath
poisoning,I'm sweating profusely and my skin feels clammy
poisoning,"I feel bloated and gassy, like my stomach is going to burst"
poisoning,I have a sharp pain in my abdomen that won't go away
poisoning,I'm experiencing blurred vision and seeing spots
poisoning,I feel like i have a lump in my throat and it's hard to swallow
psoriasis,"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches."
psoriasis,"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation."
psoriasis,"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints."
psoriasis,"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them."
psoriasis,"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms."
psoriasis,The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.
psoriasis,"The skin around my mouth, nose, and eyes is red and inflamed. It is often itchy and uncomfortable. There is a noticeable inflammation in my nails."
psoriasis,My skin is very sensitive and reacts easily to changes in temperature or humidity. I often have to be careful about what products I use on my skin.
psoriasis,"I have noticed a sudden peeling of skin at different parts of my body, mainly arms, legs and back. Also, I face severe joint pain and skin rashes."
psoriasis,"The skin on my genitals is red and inflamed. It is often itchy, burning, and uncomfortable. There are rashes on different parts of the body too."
psoriasis,"I have experienced fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep."
psoriasis,"The rash on my skin has spread to other parts of my body, including my chest and abdomen. It is itchy and uncomfortable, and it is often worse at night. I am also facing skin peeling."
psoriasis,The rash on my skin is worse in the winter months when the air is dry. I find that I have to moisturize more frequently and use humidifiers to keep my skin hydrated.
psoriasis,"I have experienced difficulty sleeping due to the itching and discomfort caused by the rash. There are small dents in my nails, which is really concerning."
psoriasis,"My skin is prone to infections due to dry, flaky patches. I am experiencing a strong pain in my joints. The skin on my knees and elbows is starting to peel off."
psoriasis,"I am starting to have rashes on my skin. The rash often bleeds when I scratch or rub it. Moreover, I have noticed small dents in my nails."
psoriasis,"I have noticed that my skin has become more sensitive than it used to be. There is a silver like dusting on my skin, especially on my back and elbows."
psoriasis,"I am worried about the constant peeling of the skin on my palm, elbow and knee. I have developed rashes on my arms, which itch if I touch them. All of these are making my life quite discomforting and miserable."
psoriasis,"There is strange pain in my joints. Also, I have noticed strange peeling of skin in different parts of my body. I am afraid there is something wrong going on with my body."
psoriasis,"My nails have small dents on them. Even my joints have started to pain severely. There is a silver like dusting on my skin, particularly in my back."
psoriasis,"The rashes on my skin are not healing. Moreover, I have noticed a sudden peeling of the skin, especially the skin on my elbows and knees. I am really worried about this."
psoriasis,"For the past few weeks, I've had a skin rash on my arms, legs, and chest. It's red and irritating, with dry, scaly spots. I have a strange pain in my joints too."
psoriasis,"My skin is peeling, particularly on my knees, elbows, and scalp. This peeling is frequently accompanied by a stinging or burning feeling."
psoriasis,"I'm having joint discomfort in my fingers, wrists, and knees. The pain is frequently aching and throbbing, and it worsens when I move my joints."
psoriasis,"My skin has a silvery film, particularly on my back, arms and scalp. This dusting is composed of tiny scales that easily peel off when scratched."
psoriasis,"I have red and inflammatory skin around my mouth, nose, and eyes. It is frequently irritating and unpleasant. Recently, it has got very painful."
psoriasis,My skin is extremely sensitive and quickly irritated by changes in temperature or humidity. My nails have developed dents on them. I am worried about this sudden change.
psoriasis,"I've seen a sudden peeling of skin on various regions of my body, mostly my arms, legs, and back. In addition, I have significant joint pain and skin rashes. The rash is spreading to different parts of my body."
psoriasis,"My genital skin is red and irritated. It is frequently irritating, burning, and unpleasant. There are also rashes in various places of the body. Also, I have a strange pain in my joints."
psoriasis,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. There is a noticeable inflammation in my nails."
psoriasis,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in excruciating agony. The skin on my knees and elbows is beginning to flake."
psoriasis,"My skin is breaking out in rashes. When I scratch or rub the rash, it frequently bleeds. In addition, I've observed little dents in my nails. There is a noticeable inflammation in my nails."
psoriasis,"I've observed that my skin is more sensitive now than it used to be. My skin has a silvery film, especially on my back and elbows."
psoriasis,"My palms and soles have grown and developed severe fissures. These cracks are unpleasant and frequently bleed. Also, the skin is starting to peel off."
psoriasis,"My nails are starting to have small pits on them. I am worried and don't know what is causing it. Also, my joints pain and there are rashes on my arms and back."
psoriasis,"There is a silver like dusting on my skin. Moreover, the skin on my arms and back are starting to peel off. This is strange and really concerning me."
psoriasis,"My skin rash has extended to other areas of my body, including my chest and belly. It is irritating and unpleasant, and it is frequently worst at night. I'm also experiencing skin flaking."
psoriasis,"My skin rash gets worse in the winter when the air is dry. To keep my skin moisturized, I have to moisturize more regularly and use humidifiers. I am also facing joint pain."
psoriasis,I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents. I am also experiencing skin peeling in different parts of my body.
psoriasis,"My skin is peeling in places, especially on my knees, elbows, and arms. This peeling is often accompanied by a painful or burning sensation. I am also developing small dents on my nails, which is really concerning."
psoriasis,"My skin has a silvery layer over it, especially on my back and arms. This dusting is made up of small scales that peel off readily when rubbed. Also, there are rashes all over my body."
